n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda
789,0.08677555621646807,76,12,192,0.6051425357517303,0.7938128520471694,0.012411002058983503,0.00016579836774877472
