brier,mean_predicted_probability,observed_low_performer_rate,calibration_intercept,calibration_slope,expected_calibration_error
0.12602604429024883,0.5337337868860874,0.5394496031935678,0.04693911167913807,0.9869266436697076,0.007719632254782378
