student_idx,predicted_probability,feature,shap_contribution,rank
257763,0.7190939784049988,BULLIED,0.2732141583432167,5
257763,0.7190939784049988,ST004D01T,0.2208474143694184,6
257763,0.7190939784049988,MATHEF21,0.21457432902705478,7
257763,0.7190939784049988,TEACHBEHA,0.1675062181031717,8
257763,0.7190939784049988,COGACRCO,0.16459791708422927,9
257763,0.7190939784049988,ICTINFO,0.13073131544182615,10
450177,0.8226304650306702,MATHEFF,0.7870285682874237,1
450177,0.8226304650306702,ICTSUBJ,0.42342284753687637,2
450177,0.8226304650306702,ICTEFFIC,0.31291106653759243,3
450177,0.8226304650306702,COGACRCO,0.3048191273608063,4
450177,0.8226304650306702,ANXMAT,0.294790237604102,5
450177,0.8226304650306702,FAMCON,0.2620171786002811,6
450177,0.8226304650306702,DISCLIM,0.20492268017807874,7
450177,0.8226304650306702,ICTINFO,0.12760441112499393,8
450177,0.8226304650306702,ST004D01T,0.10577064799694198,9
450177,0.8226304650306702,STUBEHA,0.09633304519267767,10
3071,0.9067776203155518,MATHEFF,0.5726239302013346,1
3071,0.9067776203155518,GRADE,0.495143705241735,2
3071,0.9067776203155518,ICTINFO,0.4143874326577861,3
3071,0.9067776203155518,COGACRCO,0.40286479440781475,4
3071,0.9067776203155518,HISEI,0.3486753042541386,5
3071,0.9067776203155518,ICTHOME,0.3152770458576379,6
3071,0.9067776203155518,ANXMAT,0.21410975474504995,7
3071,0.9067776203155518,TEACHBEHA,0.19938995068825535,8
3071,0.9067776203155518,FAMSUP,0.17424184478618598,9
3071,0.9067776203155518,ICTSUBJ,0.16360607117178005,10
87116,0.4342068135738373,FAMCON,0.6743674696767448,1
87116,0.4342068135738373,ICTRES,0.38310927079106477,2
87116,0.4342068135738373,FAMSUP,0.2521841014349866,3
87116,0.4342068135738373,COGACRCO,0.16952386428551108,4
87116,0.4342068135738373,STUBEHA,0.16573074875977908,5
87116,0.4342068135738373,TEACHSUP,0.1439102960240598,6
87116,0.4342068135738373,ANXMAT,0.13922030991892825,7
87116,0.4342068135738373,MATHEFF,0.1378358228892739,8
87116,0.4342068135738373,ICTSCH,0.11487785591278225,9
87116,0.4342068135738373,ICTHOME,0.09929223792205448,10
373921,0.7424142956733704,BULLIED,0.7576919005262062,1
373921,0.7424142956733704,TEACHBEHA,0.5269134413631218,2
373921,0.7424142956733704,FEELSAFE,0.4178438840679564,3
373921,0.7424142956733704,SCHRISK,0.25296558025018384,4
373921,0.7424142956733704,ST004D01T,0.20352031317554065,5
373921,0.7424142956733704,ICTSCH,0.12274199490694628,6
373921,0.7424142956733704,ICTRES,0.11599563497578856,7
373921,0.7424142956733704,STAFFSHORT,0.10089987134973853,8
373921,0.7424142956733704,DISCLIM,0.09713896199316935,9
373921,0.7424142956733704,BELONG,0.07148058348662743,10
380943,0.9996323585510254,HOMEPOS,1.0052474137087575,1
380943,0.9996323585510254,ICTRES,0.9193184378522983,2
380943,0.9996323585510254,ICTEFFIC,0.7530269270252574,3
