label_rule,low_performer_rate
mean_plausible_value,0.4553901952605647
PV1MATH,0.45314007143043356
PV2MATH,0.4527262180974478
PV3MATH,0.45244922964623685
PV4MATH,0.45285819494773066
PV5MATH,0.4528598242915613
PV6MATH,0.4534089131624912
PV7MATH,0.45267082040720563
PV8MATH,0.45312051930446573
PV9MATH,0.4534529054459188
PV10MATH,0.45292011001329546
