n_students,n_countries,weighted_math_mean,low_performer_rate_weighted,low_performer_rate_unweighted,available_configured_features,main_model_features,extended_features,student_file,school_file,school_features_used
613744,80,424.2892945194075,0.5390054510932211,0.4553901952605647,36,33,34,/Users/jackson/论文/pisa2022-xai-math/workspace/data/raw/CY08MSP_STU_QQQ.SAV,/Users/jackson/论文/pisa2022-xai-math/workspace/data/raw/CY08MSP_SCH_QQQ.SAV,"STUBEHA, TEACHBEHA, EDUSHORT, STAFFSHORT"
